key,类目,快照,该类该快照条数,可引条数,取法,query,pv_raw
10,查询身体异常症状原因及应对方法,2025搜索,239,207,随机,拉的屎是黑色的是什么原因,458.0
10,查询身体异常症状原因及应对方法,2025搜索,239,207,随机,经期有血块排出是怎么回事,469.0
10,查询身体异常症状原因及应对方法,2025搜索,239,207,随机,拉屎拉出血是什么原因?,1427.0
17,查询功效副作用与禁忌,2025搜索,234,217,流量最高,喝醋、吞饭可解鱼刺卡喉?无依据,5009.0
17,查询功效副作用与禁忌,2025搜索,234,217,流量最高,决定蜂胶品质好坏的因素有哪些,3426.0
17,查询功效副作用与禁忌,2025搜索,234,217,流量最高,吃荔枝的好处与坏处,3279.0
17,查询功效副作用与禁忌,2025搜索,234,217,随机,发芽的山药还能吃吗,416.0
17,查询功效副作用与禁忌,2025搜索,234,217,随机,吃布洛芬可以喝酒吗,648.0
17,查询功效副作用与禁忌,2025搜索,234,217,随机,84消毒液对人体有哪些危害,514.0
8,疾病发病原因查询,2025搜索,279,151,流量最高,指甲有竖纹是身体的什么原因,4317.0
8,疾病发病原因查询,2025搜索,279,151,流量最高,肺部结节是怎么回事,3946.0
8,疾病发病原因查询,2025搜索,279,151,流量最高,"肾囊肿是怎么回事,需要怎么治疗",3830.0
8,疾病发病原因查询,2025搜索,279,151,随机,身上出现白斑块是什么原因造成的,339.0
8,疾病发病原因查询,2025搜索,279,151,随机,败血症是一种什么病,534.0
8,疾病发病原因查询,2025搜索,279,151,随机,飞蚊症是什么原因造成的能治愈吗,952.0
30,查询疾病治疗与手术方案,2025搜索,180,158,流量最高,黄色大片有点阳性吃药能不能转阴性,4316.0
30,查询疾病治疗与手术方案,2025搜索,180,158,流量最高,幽门螺旋杆菌感染阳性怎么办,4027.0
30,查询疾病治疗与手术方案,2025搜索,180,158,流量最高,肺结节多少mm以上建议手术,3271.0
30,查询疾病治疗与手术方案,2025搜索,180,158,随机,龙牡壮骨颗粒适合多大年龄的孩子,471.0
30,查询疾病治疗与手术方案,2025搜索,180,158,随机,颈动脉斑块多少mm算严重,543.0
30,查询疾病治疗与手术方案,2025搜索,180,158,随机,肺结核能彻底治好吗,835.0
16,查询食物寒热属性,2025搜索,96,96,流量最高,火龙果属于凉性还是热性,4541.0
16,查询食物寒热属性,2025搜索,96,96,流量最高,桃子是凉性还是热性,3746.0
16,查询食物寒热属性,2025搜索,96,96,流量最高,荔枝是寒性还是热性,3721.0
16,查询食物寒热属性,2025搜索,96,96,随机,登革热,802.0
16,查询食物寒热属性,2025搜索,96,96,随机,芒果是热性水果还是凉性水果,346.0
16,查询食物寒热属性,2025搜索,96,96,随机,榴莲是热性还是凉性,390.0
29,健康调理食物宜忌查询,2025搜索,171,160,流量最高,尿酸高吃什么好得快还能降下来,4382.0
29,健康调理食物宜忌查询,2025搜索,171,160,流量最高,尿酸高不能吃些什么东西,4099.0
29,健康调理食物宜忌查询,2025搜索,171,160,流量最高,蛋白质高的食物有哪些,4043.0
29,健康调理食物宜忌查询,2025搜索,171,160,随机,湿气重吃什么排湿最快,551.0
29,健康调理食物宜忌查询,2025搜索,171,160,随机,补血补气最好最快的方法和食物,552.0
29,健康调理食物宜忌查询,2025搜索,171,160,随机,黑豆浆和黄豆浆哪个更营养,342.0
27,医学健康图片查询,2025搜索,103,100,流量最高,蜘蛛痣图片,3307.0
27,医学健康图片查询,2025搜索,103,100,流量最高,蜘蛛痣,3209.0
27,医学健康图片查询,2025搜索,103,100,流量最高,马齿苋图片,2212.0
27,医学健康图片查询,2025搜索,103,100,随机,静脉曲张图片腿部图,806.0
27,医学健康图片查询,2025搜索,103,100,随机,毛囊炎图片,412.0
27,医学健康图片查询,2025搜索,103,100,随机,蛔虫图片,392.0
20,医学检查项目查询,2025搜索,147,147,流量最高,肝功能检查主要看哪几项指标,3293.0
20,医学检查项目查询,2025搜索,147,147,流量最高,tct检查什么项目,2780.0
20,医学检查项目查询,2025搜索,147,147,流量最高,mri检查是什么检查,2655.0
20,医学检查项目查询,2025搜索,147,147,随机,做胃镜检查需要提前做什么准备,1467.0
20,医学检查项目查询,2025搜索,147,147,随机,内分泌科主要看什么,374.0
20,医学检查项目查询,2025搜索,147,147,随机,肿瘤标志物五项检测是什么,865.0
22,查询疾病传染性及传播途径,2025搜索,45,33,流量最高,酒店光脚洗澡或感染HPV?医生回应,2688.0
22,查询疾病传染性及传播途径,2025搜索,45,33,流量最高,乙肝传染途径有哪些?,2034.0
22,查询疾病传染性及传播途径,2025搜索,45,33,流量最高,乙肝携带者会传染人吗,1894.0
22,查询疾病传染性及传播途径,2025搜索,45,33,随机,白癜风传不传染,1420.0
22,查询疾病传染性及传播途径,2025搜索,45,33,随机,肝炎会传染给别人吗,559.0
22,查询疾病传染性及传播途径,2025搜索,45,33,随机,肺结核会不会传染,1481.0
24,医院信息查询与挂号咨询,2025搜索,172,171,流量最高,创新医疗,2665.0
24,医院信息查询与挂号咨询,2025搜索,172,171,流量最高,百度健康,2125.0
24,医院信息查询与挂号咨询,2025搜索,172,171,流量最高,徐州二院郑伟,1950.0
24,医院信息查询与挂号咨询,2025搜索,172,171,随机,三级医院和三甲医院区别,409.0
24,医院信息查询与挂号咨询,2025搜索,172,171,随机,人民医院电话咨询24小时,341.0
24,医院信息查询与挂号咨询,2025搜索,172,171,随机,医院几点上班,492.0
15,药品用法用量查询,2025搜索,159,144,流量最高,钙片什么时候吃吸收效果最好,2660.0
15,药品用法用量查询,2025搜索,159,144,流量最高,阿莫西林胶囊一次吃几粒,2431.0
15,药品用法用量查询,2025搜索,159,144,流量最高,"益生菌什么时间吃最好,空腹还是饭后",2331.0
15,药品用法用量查询,2025搜索,159,144,随机,厄贝沙坦片用法用量,349.0
15,药品用法用量查询,2025搜索,159,144,随机,麝香保心丸的正确吃法,377.0
15,药品用法用量查询,2025搜索,159,144,随机,香砂养胃丸饭前吃还是饭后吃,492.0
0,药品功效作用查询,2026搜索,3687,3661,流量最高,JXX,18973.0
0,药品功效作用查询,2026搜索,3687,3661,流量最高,太极实业,14952.0
0,药品功效作用查询,2026搜索,3687,3661,流量最高,黄精药材有什么功效,14471.0
0,药品功效作用查询,2026搜索,3687,3661,随机,博雅生物,180.0
0,药品功效作用查询,2026搜索,3687,3661,随机,美罗培南的作用与功效,596.0
0,药品功效作用查询,2026搜索,3687,3661,随机,独脚金的功效与作用,456.0
19,健康指标正常值范围查询,2026搜索,212,212,流量最高,血压正常值是多少范围,12477.0
19,健康指标正常值范围查询,2026搜索,212,212,流量最高,血糖正常值范围 最新标准2025,9209.0
19,健康指标正常值范围查询,2026搜索,212,212,流量最高,心率正常范围是多少,4453.0
19,健康指标正常值范围查询,2026搜索,212,212,随机,脉搏正常范围是多少,1443.0
19,健康指标正常值范围查询,2026搜索,212,212,随机,收缩压和舒张压多少正常,245.0
19,健康指标正常值范围查询,2026搜索,212,212,随机,人的正常体温是多少°C,227.0
17,查询功效副作用与禁忌,2026搜索,302,287,流量最高,荞麦枕真的可以养生吗,7157.0
17,查询功效副作用与禁忌,2026搜索,302,287,流量最高,红薯发芽还能吃吗,2583.0
17,查询功效副作用与禁忌,2026搜索,302,287,流量最高,常吃这种水果好处多多,1961.0
17,查询功效副作用与禁忌,2026搜索,302,287,随机,熬夜对身体的危害有哪些,620.0
17,查询功效副作用与禁忌,2026搜索,302,287,随机,体检前可以喝水不,237.0
17,查询功效副作用与禁忌,2026搜索,302,287,随机,氨基葡萄糖胶囊对关节痛有疗效吗,273.0
21,医学术语与检查指标含义查询,2026搜索,227,199,流量最高,hpv是什么东西,7067.0
21,医学术语与检查指标含义查询,2026搜索,227,199,流量最高,bmi是指什么,4471.0
21,医学术语与检查指标含义查询,2026搜索,227,199,流量最高,npd是什么意思啊,3299.0
21,医学术语与检查指标含义查询,2026搜索,227,199,随机,雌二醇是什么意思,356.0
21,医学术语与检查指标含义查询,2026搜索,227,199,随机,hpv疫苗预防什么,180.0
21,医学术语与检查指标含义查询,2026搜索,227,199,随机,尿酮体阳性代表什么病,177.0
5,查询疾病最快最有效治疗方法,2026搜索,438,429,流量最高,牙龈肿痛怎么消炎最快最有效,6505.0
5,查询疾病最快最有效治疗方法,2026搜索,438,429,流量最高,牙疼怎么止疼最快,4900.0
5,查询疾病最快最有效治疗方法,2026搜索,438,429,流量最高,腰椎间盘突出最好的治疗方法,3538.0
5,查询疾病最快最有效治疗方法,2026搜索,438,429,随机,二尖瓣三尖瓣反流治疗最佳方法,214.0
5,查询疾病最快最有效治疗方法,2026搜索,438,429,随机,便秘怎么改善和调理,188.0
5,查询疾病最快最有效治疗方法,2026搜索,438,429,随机,一直打嗝不停怎么解决,174.0
2,疾病症状表现查询,2026搜索,527,511,流量最高,甲亢有哪些症状和表现,5374.0
2,疾病症状表现查询,2026搜索,527,511,流量最高,糖尿病的早期症状有哪些表现,4982.0
2,疾病症状表现查询,2026搜索,527,511,流量最高,心梗的前兆都有哪些症状,4935.0
2,疾病症状表现查询,2026搜索,527,511,随机,滴虫性阴炎道症状,238.0
2,疾病症状表现查询,2026搜索,527,511,随机,眼压高有什么症状和危害,247.0
2,疾病症状表现查询,2026搜索,527,511,随机,乙肝有什么明显的症状,275.0
28,药品及医疗产品信息查询,2026搜索,348,336,流量最高,昂伟达盐酸司美那非片的功效,5107.0
28,药品及医疗产品信息查询,2026搜索,348,336,流量最高,药明康德,3828.0
28,药品及医疗产品信息查询,2026搜索,348,336,流量最高,恒瑞医药,3383.0
28,药品及医疗产品信息查询,2026搜索,348,336,随机,诺如病毒,178.0
28,药品及医疗产品信息查询,2026搜索,348,336,随机,黄体酮,207.0
28,药品及医疗产品信息查询,2026搜索,348,336,随机,阿奇霉素,519.0
23,查询穴位及身体部位准确位置,2026搜索,194,194,流量最高,人体结构器官位置图,4796.0
23,查询穴位及身体部位准确位置,2026搜索,194,194,流量最高,人体器官结构示意图,3491.0
23,查询穴位及身体部位准确位置,2026搜索,194,194,流量最高,足三里的准确位置图,3288.0
23,查询穴位及身体部位准确位置,2026搜索,194,194,随机,血海穴准确位置,627.0
23,查询穴位及身体部位准确位置,2026搜索,194,194,随机,委中的准确位置图,187.0
23,查询穴位及身体部位准确位置,2026搜索,194,194,随机,五脏六腑位置图,431.0
12,症状原因与处理方法查询,2026搜索,178,140,流量最高,嘴唇发紫黑是什么原因,2987.0
12,症状原因与处理方法查询,2026搜索,178,140,流量最高,"喉咙有异物感,咽部好像有东西堵塞",1820.0
12,症状原因与处理方法查询,2026搜索,178,140,流量最高,喉咙里总是有痰液粘着是什么原因,1767.0
12,症状原因与处理方法查询,2026搜索,178,140,随机,嘴唇干裂起皮什么原因造成的,311.0
12,症状原因与处理方法查询,2026搜索,178,140,随机,胃酸反酸水的原因及解决办法,407.0
12,症状原因与处理方法查询,2026搜索,178,140,随机,口臭严重出气都是臭的怎么解决,451.0
4,查询病症用药推荐,2026搜索,351,331,流量最高,尿路感染吃什么药好得快,4261.0
4,查询病症用药推荐,2026搜索,351,331,流量最高,痛风吃什么药最好最快断根,1815.0
4,查询病症用药推荐,2026搜索,351,331,流量最高,前列腺炎吃什么药效果好见效快,1754.0
4,查询病症用药推荐,2026搜索,351,331,随机,盆腔炎用什么药效果最好,423.0
4,查询病症用药推荐,2026搜索,351,331,随机,呼吸道感染吃什么药最好,225.0
4,查询病症用药推荐,2026搜索,351,331,随机,预防脑梗和血管堵塞吃什么药,187.0
11,检验指标异常原因查询,2026搜索,284,272,流量最高,肌酐高怎么回事,4152.0
11,检验指标异常原因查询,2026搜索,284,272,流量最高,甘油三酯偏高说明什么,4075.0
11,检验指标异常原因查询,2026搜索,284,272,流量最高,总胆固醇高说明什么,3370.0
11,检验指标异常原因查询,2026搜索,284,272,随机,白细胞低是怎么回事,186.0
11,检验指标异常原因查询,2026搜索,284,272,随机,肌酸激酶偏低是什么问题,426.0
11,检验指标异常原因查询,2026搜索,284,272,随机,血小板低是什么原因导致的,2578.0
3,查询皮肤病症状图片,2026搜索,102,94,流量最高,带状疱疹的症状表现及治疗方法,3114.0
3,查询皮肤病症状图片,2026搜索,102,94,流量最高,尖锐湿疣的症状和图片,2251.0
3,查询皮肤病症状图片,2026搜索,102,94,流量最高,带状疱疹,2147.0
3,查询皮肤病症状图片,2026搜索,102,94,随机,皮炎图片和症状,698.0
3,查询皮肤病症状图片,2026搜索,102,94,随机,疥疮的症状的照片,621.0
3,查询皮肤病症状图片,2026搜索,102,94,随机,螨虫叮咬后的症状图,204.0
8,疾病发病原因查询,2026搜索,279,140,流量最高,子宫肌瘤是什么原因导致的,2351.0
8,疾病发病原因查询,2026搜索,279,140,流量最高,"肾囊肿是怎么回事,需要怎么治疗",2183.0
8,疾病发病原因查询,2026搜索,279,140,流量最高,湿疹是什么原因造成的,2166.0
8,疾病发病原因查询,2026搜索,279,140,随机,豆腐渣分泌物是什么妇科炎症,378.0
8,疾病发病原因查询,2026搜索,279,140,随机,子宫内膜增厚是什么原因造成的,472.0
8,疾病发病原因查询,2026搜索,279,140,随机,白带多是什么原因,499.0
6,查询症状原因与治疗方法,2026搜索,262,209,流量最高,"低压高是什么原因,怎么解决",3524.0
6,查询症状原因与治疗方法,2026搜索,262,209,流量最高,眼睛模糊看不清是怎么回事,2371.0
6,查询症状原因与治疗方法,2026搜索,262,209,流量最高,呼吸过度,2133.0
6,查询症状原因与治疗方法,2026搜索,262,209,随机,心跳快心慌胸闷气短焦虑,174.0
6,查询症状原因与治疗方法,2026搜索,262,209,随机,老人腿脚浮肿是什么原因怎么治疗,235.0
6,查询症状原因与治疗方法,2026搜索,262,209,随机,窦性心律不齐是什么原因,752.0
9,皮肤瘙痒起疙瘩原因与用药查询,2026搜索,165,157,流量最高,身上出现红色的小点是怎么回事,3218.0
9,皮肤瘙痒起疙瘩原因与用药查询,2026搜索,165,157,流量最高,皮肤痒是什么原因.越抓越痒,2228.0
9,皮肤瘙痒起疙瘩原因与用药查询,2026搜索,165,157,流量最高,阴脣上长疙瘩什么原因,1678.0
9,皮肤瘙痒起疙瘩原因与用药查询,2026搜索,165,157,随机,脚后跟干裂起硬皮用什么药,240.0
9,皮肤瘙痒起疙瘩原因与用药查询,2026搜索,165,157,随机,屁股上长了很多红疙瘩是什么原因,187.0
9,皮肤瘙痒起疙瘩原因与用药查询,2026搜索,165,157,随机,全身痒是怎么回事挠了越抓越痒,419.0
7,身体疼痛病因查询,2026搜索,219,194,流量最高,胆囊炎的症状是哪里疼,3301.0
7,身体疼痛病因查询,2026搜索,219,194,流量最高,脚后跟疼是怎么回事什么原因,3300.0
7,身体疼痛病因查询,2026搜索,219,194,流量最高,乳头疼是怎么回事一碰就疼,2674.0
7,身体疼痛病因查询,2026搜索,219,194,随机,小腹部隐隐约约的疼是怎么回事,843.0
7,身体疼痛病因查询,2026搜索,219,194,随机,胸部胀疼是怎么回事,190.0
7,身体疼痛病因查询,2026搜索,219,194,随机,左上腹部隐痛的原因有哪些,568.0
29,健康调理食物宜忌查询,2026搜索,154,144,流量最高,尿酸高吃什么好得快还能降下来,3300.0
29,健康调理食物宜忌查询,2026搜索,154,144,流量最高,贫血吃什么补血效果最好最快,2436.0
29,健康调理食物宜忌查询,2026搜索,154,144,流量最高,血压低吃什么补得最快,1995.0
29,健康调理食物宜忌查询,2026搜索,154,144,随机,五灵脂是什么东西,179.0
29,健康调理食物宜忌查询,2026搜索,154,144,随机,吃什么长头发,209.0
29,健康调理食物宜忌查询,2026搜索,154,144,随机,拉肚子吃什么食物好,292.0
16,查询食物寒热属性,2026搜索,66,66,流量最高,桃子是凉性还是热性,3062.0
16,查询食物寒热属性,2026搜索,66,66,流量最高,西瓜是热性还是凉性,1442.0
16,查询食物寒热属性,2026搜索,66,66,流量最高,李子是热性还是凉性,1366.0
16,查询食物寒热属性,2026搜索,66,66,随机,牛奶是寒性还是热性的,363.0
16,查询食物寒热属性,2026搜索,66,66,随机,火龙果属于凉性还是热性,663.0
16,查询食物寒热属性,2026搜索,66,66,随机,芒果是凉性的还是热性的,226.0
13,血糖与糖尿病问题查询,2026搜索,146,137,流量最高,血糖高吃什么最好降的快,2960.0
13,血糖与糖尿病问题查询,2026搜索,146,137,流量最高,血糖高有什么症状和感觉,2765.0
13,血糖与糖尿病问题查询,2026搜索,146,137,流量最高,糖尿病可以吃的水果有哪些水果,1979.0
13,血糖与糖尿病问题查询,2026搜索,146,137,随机,低血糖吃什么最快缓解,169.0
13,血糖与糖尿病问题查询,2026搜索,146,137,随机,糖尿病人能吃西瓜吗,197.0
13,血糖与糖尿病问题查询,2026搜索,146,137,随机,9.1.糖,210.0
1,癌症早期症状查询,2026搜索,92,92,流量最高,胃癌的早期症状和前兆,2945.0
