key,类目,快照,该类该快照条数,可引条数,取法,query,pv_raw
11,健康利弊查询,传统搜索随机1w,98,96,流量最高,女人长期喝藕粉的好处,56.0
11,健康利弊查询,传统搜索随机1w,98,96,随机,每天坚持拍掌有什么好处,2.0
11,健康利弊查询,传统搜索随机1w,98,96,随机,吃生花生的好处,30.0
11,健康利弊查询,传统搜索随机1w,98,96,随机,老人吃葛根的好处,2.0
7,解答婴幼儿喂养与奶类营养问题,传统搜索随机1w,103,92,流量最高,牛奶和葡萄能一块吃吗,24.0
7,解答婴幼儿喂养与奶类营养问题,传统搜索随机1w,103,92,流量最高,儿童一天需要多少钙,12.0
7,解答婴幼儿喂养与奶类营养问题,传统搜索随机1w,103,92,流量最高,宝宝黄疸值对照表,8.0
7,解答婴幼儿喂养与奶类营养问题,传统搜索随机1w,103,92,随机,麦片加牛奶的正确方法,2.0
7,解答婴幼儿喂养与奶类营养问题,传统搜索随机1w,103,92,随机,牛奶和豆浆可以混合一起喝吗?,2.0
7,解答婴幼儿喂养与奶类营养问题,传统搜索随机1w,103,92,随机,低密度胆固醇高能喝酸奶吗,4.0
29,解答月经避孕怀孕相关疑问,传统搜索随机1w,229,206,流量最高,"哺乳期公,公",30.0
29,解答月经避孕怀孕相关疑问,传统搜索随机1w,229,206,流量最高,子宫切口憩室最佳治疗,16.0
29,解答月经避孕怀孕相关疑问,传统搜索随机1w,229,206,流量最高,大姨妈最后一天能同房吗,14.0
29,解答月经避孕怀孕相关疑问,传统搜索随机1w,229,206,随机,月经量少就一天,2.0
29,解答月经避孕怀孕相关疑问,传统搜索随机1w,229,206,随机,女性全腹彩超都包括哪些,4.0
29,解答月经避孕怀孕相关疑问,传统搜索随机1w,229,206,随机,姨妈推迟3天测了一条杠,12.0
31,查询健康症状处理办法,传统搜索随机1w,204,200,流量最高,眼结石怎么消除,104.0
31,查询健康症状处理办法,传统搜索随机1w,204,200,流量最高,双侧下鼻甲肥大怎么治疗,16.0
31,查询健康症状处理办法,传统搜索随机1w,204,200,流量最高,肛门堵着屎拉不出来怎么办,14.0
31,查询健康症状处理办法,传统搜索随机1w,204,200,随机,身体私处异昧怎么办,2.0
31,查询健康症状处理办法,传统搜索随机1w,204,200,随机,上大厕卡住了怎么办,4.0
31,查询健康症状处理办法,传统搜索随机1w,204,200,随机,迷脂症怎么抑制,2.0
16,查询化验检查指标含义与异常原因,传统搜索随机1w,271,241,流量最高,乙肝五项哪几个阳性属于正常,522.0
16,查询化验检查指标含义与异常原因,传统搜索随机1w,271,241,流量最高,阴虚是什么意思,178.0
16,查询化验检查指标含义与异常原因,传统搜索随机1w,271,241,流量最高,尿激酶,58.0
16,查询化验检查指标含义与异常原因,传统搜索随机1w,271,241,随机,谷丙转安酶和谷草转氨酶都有点偏高是怎么回事,2.0
16,查询化验检查指标含义与异常原因,传统搜索随机1w,271,241,随机,降转转酶药,2.0
16,查询化验检查指标含义与异常原因,传统搜索随机1w,271,241,随机,怎么控制尿酸最好的方法,12.0
4,医生信息查询,传统搜索随机1w,184,158,流量最高,找心理咨询医生,40.0
4,医生信息查询,传统搜索随机1w,184,158,流量最高,dapt医学简称,24.0
4,医生信息查询,传统搜索随机1w,184,158,流量最高,瑞金血液科专家挂号,22.0
4,医生信息查询,传统搜索随机1w,184,158,随机,广平县老干部门诊,2.0
4,医生信息查询,传统搜索随机1w,184,158,随机,强迫洁癖洗涕看心里医生有用吗,4.0
4,医生信息查询,传统搜索随机1w,184,158,随机,海慈医院仝乐医生简介,4.0
13,特定场景饮品饮用适宜性查询,传统搜索随机1w,260,230,流量最高,酒石酸与琥珀酸哪个好,34.0
13,特定场景饮品饮用适宜性查询,传统搜索随机1w,260,230,流量最高,三种人不宜喝甜叶菊,26.0
13,特定场景饮品饮用适宜性查询,传统搜索随机1w,260,230,流量最高,三种人不宜喝老白茶,24.0
13,特定场景饮品饮用适宜性查询,传统搜索随机1w,260,230,随机,"乳腺不好,能喝枸杞吗",2.0
13,特定场景饮品饮用适宜性查询,传统搜索随机1w,260,230,随机,乙醇和酒精消毒哪个好,2.0
13,特定场景饮品饮用适宜性查询,传统搜索随机1w,260,230,随机,加巴佩丁规格0.3请问能喝几粒,2.0
19,判断身体症状或检查结果是否正常,传统搜索随机1w,182,178,流量最高,火龙果吃多了尿是红色的正常吗,44.0
19,判断身体症状或检查结果是否正常,传统搜索随机1w,182,178,流量最高,孕激素六项检查结果怎样为正常,20.0
19,判断身体症状或检查结果是否正常,传统搜索随机1w,182,178,流量最高,黑豆泡水掉色正常吗,16.0
19,判断身体症状或检查结果是否正常,传统搜索随机1w,182,178,随机,左卵巢大小23*12正常吗,2.0
19,判断身体症状或检查结果是否正常,传统搜索随机1w,182,178,随机,服用坦索罗辛后遗精量少正常吗,2.0
19,判断身体症状或检查结果是否正常,传统搜索随机1w,182,178,随机,"化疗吃卡培他滨第六天,肚子抽疼胀正常吗",2.0
15,解读个人健康指标与用药疑问,传统搜索随机1w,226,213,流量最高,体温35.5浑身没劲头晕,74.0
15,解读个人健康指标与用药疑问,传统搜索随机1w,226,213,流量最高,癌抗原724,18.0
15,解读个人健康指标与用药疑问,传统搜索随机1w,226,213,流量最高,IGHV1-3基因,14.0
15,解读个人健康指标与用药疑问,传统搜索随机1w,226,213,随机,一二三类儿童划分标准,4.0
15,解读个人健康指标与用药疑问,传统搜索随机1w,226,213,随机,基因gain/loss tree,2.0
15,解读个人健康指标与用药疑问,传统搜索随机1w,226,213,随机,血小板分布宽度8.30是什么意思,2.0
0,查询医疗机构联系电话,传统搜索随机1w,75,55,流量最高,信阳市中医院电话,8.0
0,查询医疗机构联系电话,传统搜索随机1w,75,55,流量最高,平昌县元山镇卫生院联系电话,8.0
0,查询医疗机构联系电话,传统搜索随机1w,75,55,流量最高,沈通线,6.0
0,查询医疗机构联系电话,传统搜索随机1w,75,55,随机,触电类型,2.0
0,查询医疗机构联系电话,传统搜索随机1w,75,55,随机,兰州市三院咨询电话,2.0
0,查询医疗机构联系电话,传统搜索随机1w,75,55,随机,回龙观卫生服务中心,2.0
34,查询皮肤黏膜异常症状与处理建议,健康管家随机1w,612,565,流量最高,排便困难是便秘吗,266.0
34,查询皮肤黏膜异常症状与处理建议,健康管家随机1w,612,565,流量最高,霉菌阴道炎阴道炎外阴炎,46.0
34,查询皮肤黏膜异常症状与处理建议,健康管家随机1w,612,565,流量最高,嘴上长疱疹用什么药啊嘴上嘴上,18.0
34,查询皮肤黏膜异常症状与处理建议,健康管家随机1w,612,565,随机,褐色分泌物会自己消失吗？,3.0
34,查询皮肤黏膜异常症状与处理建议,健康管家随机1w,612,565,随机,少了也舒服了很多，以前没有结膜炎好像眼屎也比较多，白色的,1.0
34,查询皮肤黏膜异常症状与处理建议,健康管家随机1w,612,565,随机,接触了流感病人到家后洗澡可以避免感染吗,1.0
19,判断身体症状或检查结果是否正常,健康管家随机1w,253,244,流量最高,第一次去幼儿园不哭不闹正常吗,4.0
19,判断身体症状或检查结果是否正常,健康管家随机1w,253,244,流量最高,正常人乙肝dna是多少,4.0
19,判断身体症状或检查结果是否正常,健康管家随机1w,253,244,流量最高,跑步心率180正常吗,3.0
19,判断身体症状或检查结果是否正常,健康管家随机1w,253,244,随机,女孩子还没长阴毛就来月经了正常吗,1.0
19,判断身体症状或检查结果是否正常,健康管家随机1w,253,244,随机,有时间会有点痒 正常吗,1.0
19,判断身体症状或检查结果是否正常,健康管家随机1w,253,244,随机,28周有时候没胎动正常吗,1.0
16,查询化验检查指标含义与异常原因,健康管家随机1w,322,263,流量最高,胆红素高的原因,20.0
16,查询化验检查指标含义与异常原因,健康管家随机1w,322,263,流量最高,肝功能异常的表现,18.0
16,查询化验检查指标含义与异常原因,健康管家随机1w,322,263,流量最高,载脂蛋白b偏高,10.0
16,查询化验检查指标含义与异常原因,健康管家随机1w,322,263,随机,肝脏弹性检测怎么做,1.0
16,查询化验检查指标含义与异常原因,健康管家随机1w,322,263,随机,"高密度脂蛋白0.99,低密度脂蛋白3.27",1.0
16,查询化验检查指标含义与异常原因,健康管家随机1w,322,263,随机,肾脏三大主要功能是什么,1.0
36,医疗恢复与检查时间查询,健康管家随机1w,517,493,流量最高,胆结石多少mm以上建议手术,18.0
36,医疗恢复与检查时间查询,健康管家随机1w,517,493,流量最高,什么症状需要做胃镜和肠镜,5.0
36,医疗恢复与检查时间查询,健康管家随机1w,517,493,流量最高,做肠镜后要休息多久？,5.0
36,医疗恢复与检查时间查询,健康管家随机1w,517,493,随机,肝癌晚期没有腹水能活多久？,2.0
36,医疗恢复与检查时间查询,健康管家随机1w,517,493,随机,做完妇科臭氧冲洗多久可同房,1.0
36,医疗恢复与检查时间查询,健康管家随机1w,517,493,随机,创伤性脾破裂，摘除后3个多月了还有积液,1.0
13,特定场景饮品饮用适宜性查询,健康管家随机1w,253,234,流量最高,百香果可以泡水喝吗？,9.0
13,特定场景饮品饮用适宜性查询,健康管家随机1w,253,234,流量最高,我每天喝沙棘原浆好吗,7.0
13,特定场景饮品饮用适宜性查询,健康管家随机1w,253,234,流量最高,红枣桂圆泡水每天喝吗？,6.0
13,特定场景饮品饮用适宜性查询,健康管家随机1w,253,234,随机,妇科病能喝雪碧不,1.0
13,特定场景饮品饮用适宜性查询,健康管家随机1w,253,234,随机,吸入大量花露水会中毒吗,1.0
13,特定场景饮品饮用适宜性查询,健康管家随机1w,253,234,随机,感冒喝白粥还是小米粥好,1.0
30,查询疾病症状与诊疗信息,健康管家随机1w,731,661,流量最高,女性到达顶峰什么症状,96.0
30,查询疾病症状与诊疗信息,健康管家随机1w,731,661,流量最高,淋巴结肿大的原因,29.0
30,查询疾病症状与诊疗信息,健康管家随机1w,731,661,流量最高,湿毒的症状图片,17.0
30,查询疾病症状与诊疗信息,健康管家随机1w,731,661,随机,红外线和电磁波烤灯都可以治疗哪些疾病,1.0
30,查询疾病症状与诊疗信息,健康管家随机1w,731,661,随机,阑尾 胰腺解剖图片,2.0
30,查询疾病症状与诊疗信息,健康管家随机1w,731,661,随机,什么情况就可以断定没有多服,1.0
27,肢体不适症状查询,健康管家随机1w,322,304,流量最高,泡疹后遗症疼痛怎么治疗,7.0
27,肢体不适症状查询,健康管家随机1w,322,304,流量最高,脚底突然长痣有危险吗,5.0
27,肢体不适症状查询,健康管家随机1w,322,304,流量最高,为什么脚一到晚上就痒,4.0
27,肢体不适症状查询,健康管家随机1w,322,304,随机,"他两手早晨5点左右麻,小拇指居多情况,提东西多一会就麻,没有说是高血脂,而是",1.0
27,肢体不适症状查询,健康管家随机1w,322,304,随机,女人脚敲高高很舒服是啥原因,1.0
27,肢体不适症状查询,健康管家随机1w,322,304,随机,泡疹后遗症疼痛怎么治疗,7.0
7,解答婴幼儿喂养与奶类营养问题,健康管家随机1w,194,173,流量最高,维维豆奶晚上能不能喝,5.0
7,解答婴幼儿喂养与奶类营养问题,健康管家随机1w,194,173,流量最高,给小孩断奶的方法,4.0
7,解答婴幼儿喂养与奶类营养问题,健康管家随机1w,194,173,流量最高,13个月宝宝辅食有哪些,3.0
7,解答婴幼儿喂养与奶类营养问题,健康管家随机1w,194,173,随机,"宝宝出生时6.5斤,61天了现在8.8斤",1.0
7,解答婴幼儿喂养与奶类营养问题,健康管家随机1w,194,173,随机,通草能追奶吗,1.0
7,解答婴幼儿喂养与奶类营养问题,健康管家随机1w,194,173,随机,宝宝需要每天洗澡么,1.0
26,查询骨科伤病诊疗与康复信息,健康管家随机1w,412,403,流量最高,夹脊穴骶段针刺深度,11.0
26,查询骨科伤病诊疗与康复信息,健康管家随机1w,412,403,流量最高,要怎么治疗腰椎退行性变,9.0
26,查询骨科伤病诊疗与康复信息,健康管家随机1w,412,403,流量最高,我想了解下颌后缩,5.0
26,查询骨科伤病诊疗与康复信息,健康管家随机1w,412,403,随机,自己怎么矫正骨盆前倾,2.0
26,查询骨科伤病诊疗与康复信息,健康管家随机1w,412,403,随机,全身骨骼显像是不是全身骨头都能扫描得能看到有没有什么问题,1.0
26,查询骨科伤病诊疗与康复信息,健康管家随机1w,412,403,随机,腰椎管狭窄开放手续85天上侧所还要戴护腰带,1.0
24,药品用法与相互作用查询,健康管家随机1w,745,636,流量最高,脾舒宁颗粒吃多久才有效,18.0
24,药品用法与相互作用查询,健康管家随机1w,745,636,流量最高,甲泼尼龙过了8点还能服用吗,16.0
24,药品用法与相互作用查询,健康管家随机1w,745,636,流量最高,富马酸替诺福韦和恩替卡韦哪个好,10.0
24,药品用法与相互作用查询,健康管家随机1w,745,636,随机,治尿路感染是头孢克肟还是头孢克洛好,1.0
24,药品用法与相互作用查询,健康管家随机1w,745,636,随机,米诺地尔搽剂达霏欣,1.0
24,药品用法与相互作用查询,健康管家随机1w,745,636,随机,多菌灵有毒吗,3.0
29,解答月经避孕怀孕相关疑问,健康管家随机1w,267,233,流量最高,怀孕几周做nt检查？,7.0
29,解答月经避孕怀孕相关疑问,健康管家随机1w,267,233,流量最高,女人38岁还能生孩子吗？,6.0
29,解答月经避孕怀孕相关疑问,健康管家随机1w,267,233,流量最高,吃了止血药月经会停吗,5.0
29,解答月经避孕怀孕相关疑问,健康管家随机1w,267,233,随机,孕中期生气大吼大叫会影响胎儿吗,1.0
29,解答月经避孕怀孕相关疑问,健康管家随机1w,267,233,随机,现在备孕成功率高吗？,1.0
29,解答月经避孕怀孕相关疑问,健康管家随机1w,267,233,随机,天哪，那我闭经已经十六个月了,1.0
