key,类目,快照,该类该快照条数,可引条数,取法,query,pv_raw
SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,传统搜索随机1w,1614,1543,流量最高,嗓子痒痒老想咳嗽怎么回事,74.0
SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,传统搜索随机1w,1614,1543,流量最高,孩子隔三差五说肚子疼,72.0
SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,传统搜索随机1w,1614,1543,随机,小孩子眼皮上长了个鼓包,6.0
SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,传统搜索随机1w,1614,1543,随机,跳绳肚子疼怎么回事,24.0
SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,传统搜索随机1w,1614,1543,随机,"忽然头晕,躺着更晕怎么回事",2.0
TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,传统搜索随机1w,1038,996,流量最高,如何每天保持好心情,1226.0
TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,传统搜索随机1w,1038,996,流量最高,类风湿手指肿胀如何消除,204.0
TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,传统搜索随机1w,1038,996,流量最高,泌尿感染吃什么药,108.0
TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,传统搜索随机1w,1038,996,随机,胆囊炎最佳10食物,76.0
TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,传统搜索随机1w,1038,996,随机,湿疹每天喝咖啡好吗,4.0
TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,传统搜索随机1w,1038,996,随机,胃炎能喝白茶,2.0
EFFICACY_VERDICT,验证药物、偏方或疗法的有效性,传统搜索随机1w,414,404,流量最高,独活寄生丸对腰间盘突出有效吗,134.0
EFFICACY_VERDICT,验证药物、偏方或疗法的有效性,传统搜索随机1w,414,404,流量最高,喝绿茶能降血压吗,64.0
EFFICACY_VERDICT,验证药物、偏方或疗法的有效性,传统搜索随机1w,414,404,流量最高,左氧氟沙星拉肚子管用吗,24.0
EFFICACY_VERDICT,验证药物、偏方或疗法的有效性,传统搜索随机1w,414,404,随机,瑞巴派特片对结肠炎有效吗,2.0
EFFICACY_VERDICT,验证药物、偏方或疗法的有效性,传统搜索随机1w,414,404,随机,感冒挂水有头包还要吃消炎药吗,4.0
EFFICACY_VERDICT,验证药物、偏方或疗法的有效性,传统搜索随机1w,414,404,随机,空甲跟缺乏维生素有关系吗啊,2.0
PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,传统搜索随机1w,1160,1116,流量最高,木姜子,1100.0
PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,传统搜索随机1w,1160,1116,流量最高,合香珠的功效,562.0
PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,传统搜索随机1w,1160,1116,流量最高,幽门螺杆菌囗腔抑菌膏,248.0
PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,传统搜索随机1w,1160,1116,随机,蚊子喜欢叮咬哪些人血液,8.0
PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,传统搜索随机1w,1160,1116,随机,蓖麻精油的功效,6.0
PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,传统搜索随机1w,1160,1116,随机,阿托赞,2.0
DIAGRAM_MEDIA_LOOKUP,获取结构图示、位置或流程视频,传统搜索随机1w,178,175,流量最高,闭口性粉刺图片,232.0
DIAGRAM_MEDIA_LOOKUP,获取结构图示、位置或流程视频,传统搜索随机1w,178,175,流量最高,腿部穴位图片大全,68.0
DIAGRAM_MEDIA_LOOKUP,获取结构图示、位置或流程视频,传统搜索随机1w,178,175,流量最高,阴虱虫子图片症状,38.0
DIAGRAM_MEDIA_LOOKUP,获取结构图示、位置或流程视频,传统搜索随机1w,178,175,随机,序贯靶向治疗,2.0
DIAGRAM_MEDIA_LOOKUP,获取结构图示、位置或流程视频,传统搜索随机1w,178,175,随机,虫草全图,2.0
DIAGRAM_MEDIA_LOOKUP,获取结构图示、位置或流程视频,传统搜索随机1w,178,175,随机,猪部位分解图,2.0
OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,传统搜索随机1w,688,623,流量最高,体温35.5浑身没劲头晕,74.0
OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,传统搜索随机1w,688,623,流量最高,火龙果吃多了尿是红色的正常吗,44.0
OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,传统搜索随机1w,688,623,流量最高,宇头升血糖吗,28.0
OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,传统搜索随机1w,688,623,随机,带曼月乐五个半月了这个月来月经滴滴答答一个月还没干净正常吗?,2.0
OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,传统搜索随机1w,688,623,随机,"昨天晚上九点吃了饭和鱼,今天空服查血脂可以吗",2.0
OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,传统搜索随机1w,688,623,随机,孕妇检查b超发现胆囊未显示正常吗,2.0
INTERACTION_VERDICT,判断药物、食物、酒类之间的相互作用,传统搜索随机1w,290,183,流量最高,牛奶和葡萄能一块吃吗,24.0
INTERACTION_VERDICT,判断药物、食物、酒类之间的相互作用,传统搜索随机1w,290,183,流量最高,吃中药不能吃萝卜吗,16.0
INTERACTION_VERDICT,判断药物、食物、酒类之间的相互作用,传统搜索随机1w,290,183,流量最高,板栗可以跟柿子一起吃吗,10.0
INTERACTION_VERDICT,判断药物、食物、酒类之间的相互作用,传统搜索随机1w,290,183,随机,吃了西地那非没有过性生活对身体有害吗,8.0
INTERACTION_VERDICT,判断药物、食物、酒类之间的相互作用,传统搜索随机1w,290,183,随机,善存多种维生素片可以长期吃吗,2.0
INTERACTION_VERDICT,判断药物、食物、酒类之间的相互作用,传统搜索随机1w,290,183,随机,红苋菜和鹿茸菇能同吃吗,2.0
DOSAGE_ADMINISTRATION,查询具体药物的用法、剂量与疗程,传统搜索随机1w,229,189,流量最高,肝爽颗粒一般吃多久,40.0
DOSAGE_ADMINISTRATION,查询具体药物的用法、剂量与疗程,传统搜索随机1w,229,189,流量最高,复方电解质醋酸钠葡萄糖注射液,26.0
DOSAGE_ADMINISTRATION,查询具体药物的用法、剂量与疗程,传统搜索随机1w,229,189,流量最高,中药泡多久开始熬最好,18.0
DOSAGE_ADMINISTRATION,查询具体药物的用法、剂量与疗程,传统搜索随机1w,229,189,随机,新癀片口服还是吞服,2.0
DOSAGE_ADMINISTRATION,查询具体药物的用法、剂量与疗程,传统搜索随机1w,229,189,随机,红血三七草内服还是外用,2.0
DOSAGE_ADMINISTRATION,查询具体药物的用法、剂量与疗程,传统搜索随机1w,229,189,随机,干燥综合征病吗替吃多久才有效,2.0
PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,传统搜索随机1w,1093,982,流量最高,印堂在什么位置,432.0
PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,传统搜索随机1w,1093,982,流量最高,南京市第一医院,304.0
PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,传统搜索随机1w,1093,982,流量最高,查骨龄挂什么科,88.0
PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,传统搜索随机1w,1093,982,随机,哈尔滨京哈风湿痛风医院,4.0
PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,传统搜索随机1w,1093,982,随机,湖北就是鱼油什么时间吃,2.0
PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,传统搜索随机1w,1093,982,随机,北京西城区刘海胡同属于哪个社区医院,2.0
DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,传统搜索随机1w,499,450,流量最高,甲状腺功能减退有什么后果,48.0
DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,传统搜索随机1w,499,450,流量最高,腕管综合征能治愈吗,34.0
DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,传统搜索随机1w,499,450,流量最高,发烧不退什么病症,26.0
DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,传统搜索随机1w,499,450,随机,8岁小孩会有鼻炎吗,2.0
DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,传统搜索随机1w,499,450,随机,糖尿病人容易得霉菌性阴道炎,2.0
DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,传统搜索随机1w,499,450,随机,带状疱疹吃药几天能好,14.0
CONTEXT_DEPENDENT_FOLLOW_UP,无指代追问与拍照实物识别,传统搜索随机1w,127,126,流量最高,"哺乳期公,公",30.0
CONTEXT_DEPENDENT_FOLLOW_UP,无指代追问与拍照实物识别,传统搜索随机1w,127,126,流量最高,abpa,26.0
CONTEXT_DEPENDENT_FOLLOW_UP,无指代追问与拍照实物识别,传统搜索随机1w,127,126,流量最高,西地泮,22.0
CONTEXT_DEPENDENT_FOLLOW_UP,无指代追问与拍照实物识别,传统搜索随机1w,127,126,随机,DrLBCLC,2.0
CONTEXT_DEPENDENT_FOLLOW_UP,无指代追问与拍照实物识别,传统搜索随机1w,127,126,随机,",还能补",2.0
CONTEXT_DEPENDENT_FOLLOW_UP,无指代追问与拍照实物识别,传统搜索随机1w,127,126,随机,止吐,20.0
ENTITY_COMPARISON,比较两个或多个实体的异同或优劣,传统搜索随机1w,217,211,流量最高,酒石酸与琥珀酸哪个好,34.0
ENTITY_COMPARISON,比较两个或多个实体的异同或优劣,传统搜索随机1w,217,211,流量最高,柴胡和北柴胡的区别,18.0
ENTITY_COMPARISON,比较两个或多个实体的异同或优劣,传统搜索随机1w,217,211,流量最高,长期喝白开水和矿泉水哪个好,18.0
ENTITY_COMPARISON,比较两个或多个实体的异同或优劣,传统搜索随机1w,217,211,随机,什么品种的小米最有营养且好吃,2.0
ENTITY_COMPARISON,比较两个或多个实体的异同或优劣,传统搜索随机1w,217,211,随机,咳嗽黄痰吃蒲地蓝口服液还是阿莫西林克拉维酸钾,2.0
ENTITY_COMPARISON,比较两个或多个实体的异同或优劣,传统搜索随机1w,217,211,随机,儿童葡萄糖和成人葡萄糖有区别吗,2.0
ACUTE_EMERGENCY_TRIAGE,急性事件与意外暴露的分诊处理,传统搜索随机1w,59,53,流量最高,硅胶娃娃夹吸太强了会得白血病吗,1884.0
ACUTE_EMERGENCY_TRIAGE,急性事件与意外暴露的分诊处理,传统搜索随机1w,59,53,流量最高,被猫抓伤感染狂犬病几率大吗,4.0
ACUTE_EMERGENCY_TRIAGE,急性事件与意外暴露的分诊处理,传统搜索随机1w,59,53,流量最高,被洋辣子蛰到了怎么办,4.0
ACUTE_EMERGENCY_TRIAGE,急性事件与意外暴露的分诊处理,传统搜索随机1w,59,53,随机,正脸被砍伤致命吗,2.0
ACUTE_EMERGENCY_TRIAGE,急性事件与意外暴露的分诊处理,传统搜索随机1w,59,53,随机,蚁后咬破自己的尾巴流出白水正常吗,2.0
ACUTE_EMERGENCY_TRIAGE,急性事件与意外暴露的分诊处理,传统搜索随机1w,59,53,随机,蚊子包抓出多个小包怎么处理,2.0
REPRODUCTIVE_TIMELINE,推算怀孕、排卵、验孕或预产时间窗,传统搜索随机1w,38,34,流量最高,孕试纸最早多少天试出怀孕来,10.0
REPRODUCTIVE_TIMELINE,推算怀孕、排卵、验孕或预产时间窗,传统搜索随机1w,38,34,流量最高,月经干净五天会不会怀孕,8.0
REPRODUCTIVE_TIMELINE,推算怀孕、排卵、验孕或预产时间窗,传统搜索随机1w,38,34,流量最高,43岁和老公同房戴套了怀孕的几率大吗,4.0
REPRODUCTIVE_TIMELINE,推算怀孕、排卵、验孕或预产时间窗,传统搜索随机1w,38,34,随机,排卵第8天能用早孕试纸检测出来吗,2.0
REPRODUCTIVE_TIMELINE,推算怀孕、排卵、验孕或预产时间窗,传统搜索随机1w,38,34,随机,46岁月经35天没来了,2.0
REPRODUCTIVE_TIMELINE,推算怀孕、排卵、验孕或预产时间窗,传统搜索随机1w,38,34,随机,生孩子为什么说7生8死,2.0
HEALTH_VALUE_CALCULATION,计算健康相关数值,传统搜索随机1w,49,47,流量最高,油豆腐热量高吗,8.0
HEALTH_VALUE_CALCULATION,计算健康相关数值,传统搜索随机1w,49,47,流量最高,男生1.8米标准体重,6.0
HEALTH_VALUE_CALCULATION,计算健康相关数值,传统搜索随机1w,49,47,流量最高,早餐排骨面有营养吗,6.0
HEALTH_VALUE_CALCULATION,计算健康相关数值,传统搜索随机1w,49,47,随机,320-420千卡‌相当于几碗饭,2.0
HEALTH_VALUE_CALCULATION,计算健康相关数值,传统搜索随机1w,49,47,随机,碳水没有脂肪还能有热量吗,2.0
HEALTH_VALUE_CALCULATION,计算健康相关数值,传统搜索随机1w,49,47,随机,晚上4点半吃了一个土豆2个虾4片牛肉会胖吗 8点又吃了一个拳头大的馒头,4.0
RECOVERY_TIMELINE,查询术后、伤后或治疗后的恢复时间线,传统搜索随机1w,133,128,流量最高,做完肠胃镜多久可以正常饮食,270.0
RECOVERY_TIMELINE,查询术后、伤后或治疗后的恢复时间线,传统搜索随机1w,133,128,流量最高,手瘾五六年还能恢复吗,98.0
RECOVERY_TIMELINE,查询术后、伤后或治疗后的恢复时间线,传统搜索随机1w,133,128,流量最高,气切后能恢复吗,48.0
RECOVERY_TIMELINE,查询术后、伤后或治疗后的恢复时间线,传统搜索随机1w,133,128,随机,我做疝气手术孔打在肚脐眼高位置凹进去了能恢复吗,2.0
RECOVERY_TIMELINE,查询术后、伤后或治疗后的恢复时间线,传统搜索随机1w,133,128,随机,7公分胃肠间质瘤不治疗能活多久,2.0
RECOVERY_TIMELINE,查询术后、伤后或治疗后的恢复时间线,传统搜索随机1w,133,128,随机,感冒一般多久才会痊愈,2.0
PROCEDURE_EXPERIENCE,了解诊疗过程的真实体验与实况,传统搜索随机1w,31,31,流量最高,锥切手术之后出血吗?,4.0
PROCEDURE_EXPERIENCE,了解诊疗过程的真实体验与实况,传统搜索随机1w,31,31,流量最高,脂肪瘤局麻手术疼吗,4.0
PROCEDURE_EXPERIENCE,了解诊疗过程的真实体验与实况,传统搜索随机1w,31,31,流量最高,按起搏器有风险吗,4.0
PROCEDURE_EXPERIENCE,了解诊疗过程的真实体验与实况,传统搜索随机1w,31,31,随机,无痛胃镜麻药持续多久,4.0
PROCEDURE_EXPERIENCE,了解诊疗过程的真实体验与实况,传统搜索随机1w,31,31,随机,阑尾炎微创需要拆线好不拆好,4.0
PROCEDURE_EXPERIENCE,了解诊疗过程的真实体验与实况,传统搜索随机1w,31,31,随机,普罗雌烯胶丸塞入阴道后的时候在阴道外面破了将普罗雌烯胶丸皮子塞进去有效吗,2.0
HOME_DEVICE_SELFTEST,家用检测器械的使用与结果判读,传统搜索随机1w,12,12,流量最高,血压计哪种测量准,12.0
HOME_DEVICE_SELFTEST,家用检测器械的使用与结果判读,传统搜索随机1w,12,12,流量最高,三诺采血针正确安装方法,10.0
HOME_DEVICE_SELFTEST,家用检测器械的使用与结果判读,传统搜索随机1w,12,12,流量最高,是否阳了怎么测,4.0
HOME_DEVICE_SELFTEST,家用检测器械的使用与结果判读,传统搜索随机1w,12,12,随机,是否阳了怎么测,4.0
HOME_DEVICE_SELFTEST,家用检测器械的使用与结果判读,传统搜索随机1w,12,12,随机,体重秤上量出的体脂率准吗,2.0
HOME_DEVICE_SELFTEST,家用检测器械的使用与结果判读,传统搜索随机1w,12,12,随机,血压计单位怎么调整,2.0
ACUTE_EMERGENCY_TRIAGE,急性事件与意外暴露的分诊处理,健康管家随机1w,66,55,流量最高,被隐翅虫咬了怎么办,12.0
ACUTE_EMERGENCY_TRIAGE,急性事件与意外暴露的分诊处理,健康管家随机1w,66,55,流量最高,蝙蝠抓伤破皮伤口会肿吗会溃烂吗,5.0
ACUTE_EMERGENCY_TRIAGE,急性事件与意外暴露的分诊处理,健康管家随机1w,66,55,流量最高,蜂子蛰了会有一个小眼吗,2.0
ACUTE_EMERGENCY_TRIAGE,急性事件与意外暴露的分诊处理,健康管家随机1w,66,55,随机,用方便袋盛热饭有毒吗,1.0
ACUTE_EMERGENCY_TRIAGE,急性事件与意外暴露的分诊处理,健康管家随机1w,66,55,随机,驱虫药滴在猫身上会有什么副作用吗？,1.0
ACUTE_EMERGENCY_TRIAGE,急性事件与意外暴露的分诊处理,健康管家随机1w,66,55,随机,打狗针后对身体有什么影响,1.0
OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,健康管家随机1w,1172,1044,流量最高,胆结石多少mm以上建议手术,18.0
OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,健康管家随机1w,1172,1044,流量最高,载脂蛋白b偏高,10.0
OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,健康管家随机1w,1172,1044,流量最高,怀孕几周做nt检查？,7.0
OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,健康管家随机1w,1172,1044,随机,这个阿卡波糖是去年去医院检查的时候，医生给我开的药，我到现在才吃，中间没有吃，去年检查血红蛋白好像是7.0来是多少的？他说的先让我吃阿卡波糖控制一下，再锻炼锻炼再说，我现在再锻炼也没用了。我今天的晚饭吃完锻炼两公里，结果11点多两小时车还是11点多，三小时三个半小时，11几乎没用,1.0
OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,健康管家随机1w,1172,1044,随机,HCG低会直接影响宝宝吗？,1.0
OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,健康管家随机1w,1172,1044,随机,刚出生六天的宝宝吃60毫升奶可以吗,1.0
DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,健康管家随机1w,770,690,流量最高,排便困难是便秘吗,266.0
DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,健康管家随机1w,770,690,流量最高,前列腺癌症能治好吗,10.0
DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,健康管家随机1w,770,690,流量最高,不算很严重的肝肾阴虚得治疗多久不算很严重的肝肾阴虚,9.0
DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,健康管家随机1w,770,690,随机,甲状腺切除后会易长脂肪瘤吗,1.0
DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,健康管家随机1w,770,690,随机,左边肩膀疼有可能是心肌炎吗还有感冒症状,1.0
DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,健康管家随机1w,770,690,随机,39岁男一旦有了糖尿病能活多久,1.0
MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,健康管家随机1w,1223,1158,流量最高,心肌缺血什么症状,51.0
MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,健康管家随机1w,1223,1158,流量最高,肝功能异常的表现,18.0
MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,健康管家随机1w,1223,1158,流量最高,心肌炎症状有什么,17.0
MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,健康管家随机1w,1223,1158,随机,查醛固酮和血钾前要空腹吗？,1.0
MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,健康管家随机1w,1223,1158,随机,什么情况需要做肾上腺检查?,1.0
MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,健康管家随机1w,1223,1158,随机,T型环是不是会导致体重下降,1.0
CONTEXT_DEPENDENT_FOLLOW_UP,无指代追问与拍照实物识别,健康管家随机1w,194,185,流量最高,需要吃止吐药吗？,7.0
CONTEXT_DEPENDENT_FOLLOW_UP,无指代追问与拍照实物识别,健康管家随机1w,194,185,流量最高,吃了止血药月经会停吗,5.0
CONTEXT_DEPENDENT_FOLLOW_UP,无指代追问与拍照实物识别,健康管家随机1w,194,185,流量最高,尿频，就是单纯的尿频也没有尿急症状，喝水？尿频，就...,3.0
CONTEXT_DEPENDENT_FOLLOW_UP,无指代追问与拍照实物识别,健康管家随机1w,194,185,随机,是不是不能沾酒的边了,1.0
CONTEXT_DEPENDENT_FOLLOW_UP,无指代追问与拍照实物识别,健康管家随机1w,194,185,随机,就是食欲不振，吃饭时菜变味，,1.0
CONTEXT_DEPENDENT_FOLLOW_UP,无指代追问与拍照实物识别,健康管家随机1w,194,185,随机,前天吃了很多花生米,1.0
SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,健康管家随机1w,1845,1763,流量最高,淋巴结肿大的原因,29.0
SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,健康管家随机1w,1845,1763,流量最高,胆红素高的原因,20.0
SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,健康管家随机1w,1845,1763,流量最高,成绩好的学生就不会有开学焦虑？,15.0
SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,健康管家随机1w,1845,1763,随机,一蹲下肛门处有小肉球，不疼不痒。,1.0
SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,健康管家随机1w,1845,1763,随机,肠镜前一直拉黄水拉不出清水还有少量絮状物怎么办?,1.0
SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,健康管家随机1w,1845,1763,随机,怀孕左边大腿根部与胯连接处疼,1.0
INTERACTION_VERDICT,判断药物、食物、酒类之间的相互作用,健康管家随机1w,268,186,流量最高,四磨汤是饭前吃还是饭后吃好一些对胃有损伤吗,8.0
INTERACTION_VERDICT,判断药物、食物、酒类之间的相互作用,健康管家随机1w,268,186,流量最高,土茯苓和灵芝一起煲汤可以吗,4.0
INTERACTION_VERDICT,判断药物、食物、酒类之间的相互作用,健康管家随机1w,268,186,流量最高,"这几天刚吃的阿司匹林肠溶片就肚子疼,给吃阿司匹林肠溶片有关系吗",4.0
INTERACTION_VERDICT,判断药物、食物、酒类之间的相互作用,健康管家随机1w,268,186,随机,番木瓜和骨头花生一起煲汤的功效,1.0
INTERACTION_VERDICT,判断药物、食物、酒类之间的相互作用,健康管家随机1w,268,186,随机,双氯芬酸和塞来昔布哪个能长期吃,1.0
INTERACTION_VERDICT,判断药物、食物、酒类之间的相互作用,健康管家随机1w,268,186,随机,山药胡萝卜小白菜瘦肉一起熬稀饭常吃可以吗,1.0
PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,健康管家随机1w,244,229,流量最高,植物神经紊乱去医院挂哪个科,7.0
PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,健康管家随机1w,244,229,流量最高,杭州市中医院看失眠专家,4.0
PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,健康管家随机1w,244,229,流量最高,宫颈癌术后化疗一次多少钱,4.0
PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,健康管家随机1w,244,229,随机,唐山工人医院刘阁玲简介,1.0
PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,健康管家随机1w,244,229,随机,东宝肝泰多少钱一盒,1.0
PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,健康管家随机1w,244,229,随机,去医院去了再挂号还是直接挂号,1.0
TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,健康管家随机1w,1331,1268,流量最高,霉菌阴道炎阴道炎外阴炎,46.0
TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,健康管家随机1w,1331,1268,流量最高,食管炎反流吃什么药？,32.0
TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,健康管家随机1w,1331,1268,流量最高,适合胆囊炎吃的食物有哪些,21.0
TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,健康管家随机1w,1331,1268,随机,60岁后如何补钙,1.0
TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,健康管家随机1w,1331,1268,随机,脑萎缩吃什么中草药,2.0
TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,健康管家随机1w,1331,1268,随机,低烧37.3吃什么药,1.0
DOSAGE_ADMINISTRATION,查询具体药物的用法、剂量与疗程,健康管家随机1w,322,275,流量最高,脾舒宁颗粒吃多久才有效,18.0
DOSAGE_ADMINISTRATION,查询具体药物的用法、剂量与疗程,健康管家随机1w,322,275,流量最高,甲泼尼龙过了8点还能服用吗,16.0
DOSAGE_ADMINISTRATION,查询具体药物的用法、剂量与疗程,健康管家随机1w,322,275,流量最高,烟酰胺可以每天用吗,12.0
DOSAGE_ADMINISTRATION,查询具体药物的用法、剂量与疗程,健康管家随机1w,322,275,随机,心得安片可以隔一天一吃,1.0
DOSAGE_ADMINISTRATION,查询具体药物的用法、剂量与疗程,健康管家随机1w,322,275,随机,(京诺)瑞舒伐他汀食2个月了第3个月可以换转食(安诺亚)瑞舒伐他汀吗是一样的药,1.0
DOSAGE_ADMINISTRATION,查询具体药物的用法、剂量与疗程,健康管家随机1w,322,275,随机,验血知不知道吃没吃喹硫平,1.0
PERMISSION_VERDICT,判断个人情形下能否做某事或吃某物,健康管家随机1w,786,688,流量最高,长芽的土豆能不能吃,18.0
PERMISSION_VERDICT,判断个人情形下能否做某事或吃某物,健康管家随机1w,786,688,流量最高,"福寿螺可以吃吗,对人体有害吗",10.0
PERMISSION_VERDICT,判断个人情形下能否做某事或吃某物,健康管家随机1w,786,688,流量最高,燕窝能不能每天吃？,10.0
PERMISSION_VERDICT,判断个人情形下能否做某事或吃某物,健康管家随机1w,786,688,随机,性功能减退还能不能献血?,1.0
