sid,query
M9e9ecb07ee2,睡觉流口水原因
M541215f0b06,乙肝会传染人吗
M5c3214fe81b,上海护理院和养老院有什么区别
M18b9148b102,烟酰胺
M97b42a0d03f,血崩能吃甲鱼吗
M86bea95aca2,我们身体里所有的细胞都有修复的机会吗
Ma0920375557,花椒水能不能除掉鱼油的腥味
M9ffde7aecb8,中性粒细胞低是什么原因
M6f72a7be80a,同房后几天能测出怀孕
M0732e9ae864,上腹胀气的特效药
Mcbe8d43dc40,维生素b
Meb140081fff,带状疱疹传染吗
M12c7788ea3e,孕吐是什么时候开始有的
Me079d362dad,体脂率计算公式
M9a6f4be4e1e,血压161/100严重吗有危险吗
M5a8d0c70df4,冠状病毒是什么
Md952de07cee,风湿关节疼怎么治疗最好的方法
M14b1437e64d,肤康皂祛疣真的管用吗
M182c9dbb15e,牵引牵引
Mdb782c2b673,身上痒一抓就起大片疙瘩咋回事
Md294d74660d,女性尿的时候有点疼是什么原因
M39d83a21f73,阿鲁达鲁的功效与作用
Mef286b90cf5,刚吃完饭血糖9.7正常吗
Ma3774c9fb20,心跳过快捶打会缓解吗
M597f271b764,得抑郁症
M6e59b3fadf7,肺结节4x5mm严重吗
M9fb93e9e789,牙龈肿痛是怎么回事?
M2b22820579b,儿童出倒汗怎么办?
M636ad0793a6,指甲有黑色竖条纹什么情况
Mb98f5455a95,牛黄解毒片的功效与作用
Mf89d86b0f1b,陈皮姜枣茶的作用
M8e4895b7fb3,餐后2小时血糖值多少正常
M1ca20591ab0,痛风喝什么水？
Mb9dac5ced17,植物神经功能紊乱吃什么药最好
M7227a71680d,肌酸激酶
M93eda4768b0,前列腺的功能及病变有哪些
M70217f24fad,蜂蜜的作用与功效
M2019f40b11f,乙肝核心抗体高是什么意思
M83e8e549fb1,狗咬后有哪些反应
M434f03e91cc,前列腺52*56*47
Mb714f94440d,免疫力低吃什么提高免疫力
M4023dddd432,黑枸杞的功效
Mcafca2bb76e,益母草属性
Mb7aa0300825,桑叶的功效与主治
M5989d8a1e83,牙疼怎么办
Mce853111b78,鹅足骨赘好发部位
M5e7f718ea5e,儿童身高参照表
Mfadc52d4b6e,地牯牛有什么具体的药用功效
M2949ac84927,香砂养胃丸可以饭后吃吗
M6eb534f52b5,野格怎么搭配喝
M4cb91589020,当归黄芪铁颗粒真的能调理月经吗
M5424edd117e,福建省可乐必妥左氟沙星滴眼液报销比例
M05fb45f1287,碳13一14已经做了，医生说无幽门螺杆菌；目前临时吃着《香砂六君丸》，说可以治疗脾胃虚弱萎缩性胃炎病症；你建议的及时做一次胃镜检查有道理，但本人怕受罪，怕麻烦，怕检查出什么大病，所以自从15年前做了一次胃镜检查后，至今心理还是有点抗拒。有时候都在想，都这把年纪的人了，差不多算了，随它吧，呵，平时大都抱着这种心态对待疾病，想洁也许不对。
M1b80ac799ca,眼睛疲劳流泪是什么现象
M42328697b5b,晒背的最佳时间
M7eddb96d1ba,白内障手术多久才能恢复正常
M5a886e63016,三肾丸的功效与作用
Mdc46d476375,排便是黑色的有什么病吗
M6824efe361f,心脏搭桥手术之后，为什么没有食欲？
M8a9b65a5770,"胆红素,总胆红素,间接胆红素都高有危险吗"
M9ab14011b20,失眠吃褪黑素好不好
M584d5a6fe5d,我咳
Mddb5514c524,牛黄解毒片
Mc3727f693b7,为什么睡觉背痛越睡越痛
Mf4ce941768f,维生素E
M98af27bc9ad,玻璃体积血多久能做完造影
Mf8c8bb45680,脊髓型颈椎病可带颈推固定带
M8747d1a23c9,脚扭到了有点肿，按揉散开可以吗
M58e542b74a1,苍鹅鼻炎片真的能治好鼻炎吗
M7bb91d836c4,痛风脚肿怎么消肿止痛
Mcf79c95c0a1,膳食纤维的三大特性是什么？
M4807e45d499,睡一觉起来全身酸痛什么原因
M67a55c479eb,肉片上面反光，绿色是什么原因？
M0d557b58ee1,精神医学
M01481d0bc4a,多巴胺和内啡肽的区别和作用
Me9bd4b0a763,正兴医院预约
Mfb924372e9f,麦角毒碱
Md9f9d1549fe,肌酐190严重吗?该怎么治
Mcaee92af01b,高低压压差60
M3f54ef12dd6,浸润性导管癌b超图片
M55d92629493,喝了凉水小腹隐隐作痛
M02add26143f,胰腺肿瘤有什么症状
M8c980c09f7c,红茶属于温性的吗
M56ff0f2206f,索他洛尔
M0c5ea7a2500,益安宁丸使用说明书
Mffeee99a2da,劳拉西泮
M570d0d40fdd,腿痒是肝癌吗
M6f6d8608833,肱骨骨折后钢板取不取
M3a26a5928f1,甲沟炎
M0af25603ff6,小白菜的钾含量是多少
M0b887327b49,牙龈肿胀容易出血是什么原因
Mb65e64482fc,肠梗阻的症状表现
Mcd74d00a71e,海王生物
M5b5213f2d77,斜方肌位置图
Mdb8ef178852,反正有车要去买温度计，刚刚
M7627af93a35,九价疫苗
M5f3984f8549,输卵管有多长
M4939c66ed21,北京积水潭医院
M8f913696147,口腔一边一条白线凸出来
Mf5d84c63a42,足底如何拉伸
Mbb4c1f880a3,维生素a的作用和功效
M7b279d25281,输尿管结石
M46b47140de0,血常规静脉全血是抽血吗
M7a21bfe49ce,肺结节身体出现什么症状判定为癌症
Ma12605fe4af,老是做干呕是什么原因
M85fa765bbb1,胰岛素抵抗可以连吃两坨榴莲吗
Md0a8a7f3dab,壮腰健肾片适合长期吃吗
M54eeb72fac2,月经干净后就拉肚子是什么原因
M381defa18a9,前列腺炎
Mf1d633ba5b9,巧克力的功效与作用
M673986a805d,脑膜炎的症状表现
Me7100ae11c0,补佳乐吃多久能改善性冷淡
M8b3ff6bf228,女贞子泡水喝能治白头发吗
Mc56936f0fae,身体摆正
Mb2345d7a411,如何治疗
M41818fb1a63,肝内稍低回声区，边界模糊，肝内非均质稍低回声，脂肪肝，转氨酶多年都偏高，alt85，ast49，ggt135是危险信号吗
M9eff8234134,痔疮手术一个多月了还有点疼正常吗
M6b96abf0aa0,紫苏籽油的功效与作用
M7f38d000fd9,不小心浏览了不良网站怎么办？需要立即采取哪些安全措施来预防风险？
M76e2bc32d38,绿豆海带糖水的功效与作用
M83ea7aa697d,开普勒22b和开普勒25b有什么区别
Md14f46d08ab,心率
M0852e5df320,血府逐瘀丸
M0b6c6bccd1d,胡椒薄荷能食用吗
M593f91b5696,胸大
Mf49eb5d6aab,泡澡多久合适
M1b8387450a1,肠胃炎的症状
M72fc0c8afcc,扁桃体在哪个位置图片
M60d42676b17,经常口腔溃疡是什么原因导致的
M86ae3ae8201,如何让自己患上胃病
M89a2035d064,糖尿病可以喝绿豆汤吗
Mcaa5db46844,羊水穿刺是检查什么的
Mfcd7b9bf52c,尹东芳301医院
M5cac6272a4d,外洗，高血压患者长期使用的坏处
M719a4da51c4,半夜2点到3点老是醒来是什么原因
M3ec7220c9cc,右眼下眼袋一直跳动怎么回事
Mc8071147d2e,长期服用维C+B+硒会有副作用吗
M86223b2cf79,人没有肺了会怎么样
M1192000293a,测血糖空腹可以喝水吗
M150ad85fbfa,"红杏这味药,药店有卖的吗?"
Mb00d6357222,右胸部隐隐作痛什么原因
Ma436acd3cf3,手心热是什么原因
Me8cdfe82701,右眼白眼球有血丝血板是哪个器官引起的？
M84c478920ac,女性bmi越小越好吗
Mdb44d9be906,安眠药自杀很痛吗
Mb5ae7c66ad5,开塞露挤进去多久排便
Mb7cf67a2184,女性膀胱
M67505a68b2f,生脉饮作用与功效
Mcb7c00eac77,臀部尾骨上两节痛是什么情况啊？
Mbe054436b14,胃炎吃什么药好得最快最有效
M44ca81c8b95,痰热郁胶囊能治糖尿病吗
M34d97308b2e,阴蒂 羽毛 包皮txt
Mc5acff82d8c,中暑了怎么办最快解决方法
Ma6bf9f73c6d,黄瓜和西红柿能一起吃吗?
M3a122ede5ce,黄芪响声丸
M16ee55c8b12,积水潭李莹
Md795969f496,功能性消化不良的主要症状
Mf1c91247408,吃什么中成药
M9705e96c318,中学生要打HPV疫苗吗
M0c6c9457cc2,宜宾县人民医院
Md2d46a27332,十八反十九畏歌诀
Mb130f046e5b,沟厕仰拍流出白色分泌物是什么原因
M050f2649bff,新冠吃什么药效果最好
Md04b2674d4c,女性有必要喝肌酸粉吗
M3ad45dd24b0,幽门螺杆菌能自愈吗
Mb60d1e7a6dd,心率低于60要警惕四种病
M548dae63180,右侧检验
M946a1a5d3fb,月经来了十多天还不停是什么原因
M62666590b7f,人的心脏在哪边
Meb5fd799735,被气压伤
M60532f2dfdc,蛋糕加白醋有啥好处
M07782b10d02,尖锐湿疣
M0689f44f97a,排卵期怎么算的准确时间
M42d21c8290e,情感造成的创伤性应急障碍
Mb5b608ae42d,脑梗是什么原因引起的?
M4e46358a518,宫腔积液
M7993e60fc38,掏心掏肺
Mfd3141faa8d,胆囊结石可以喝纯牛奶吗
Meec8d047363,小朋友吃多了叶黄素可可有什么影响
Mcf59c185015,硝苯地平
M34ad6382b0f,阿莫西林的功效
M9b2729a696a,三种人不宜吃鹰嘴豆
Mff78d6d2530,老年痴呆症又叫什么名字
M7c972683e5b,绿豆粥可以和炒海带一起吃吗
Mcce4df1817a,神经炎有什么症状表现
Me5873652605,能把头部堵着的脉给它通开，藏医珍珠丸至今已传承了多少年？
Md058f60b9d6,海慈医院总部地址
Mbb99a782270,拇指腱鞘炎抹药膏的时候应该怎么抹才有效果
Mdac13710e21,百合银耳猪心汤的功效与作用
M76a96ef68d4,糖尿病可以吃西瓜吗
Mcf6adc8c37f,这是什么咬的？
M47cfe2bd3e5,怎么服用
Mcf4731adabb,健啤散7个月的婴儿吃多久一疗程
Mf86d79470c9,儿子给妈妈看妇科病
Mec0470b44c8,氟哌酸和诺氟沙星是一个药吗
Ma8eb7379178,曲唑片的功效与作用
M4d0b311c4b4,术后多久可以恢复正常工作
M4bdacabdeac,手指关节长包硬硬的凸起
M21b58037184,身体出油大是水喝少了吗
M0e288add4c2,角膜软化症主要表现
M59ea8de9bb3,罗汉果作用与功效
Mb3d7d234b21,乳房胀痛什么原因导致的
M6363142a0e0,朱天林医生治疗失眠需要几次复诊
M98a89e0f467,甘草作用与功效
M4ba4a1f5919,血氧饱和度为什么一直活动一下就向下掉
M56c4a297de6,不想起床直接尿床上
M7e554fc0335,需要手术吗
Mfec9e3097bc,胃火盛口舌生疮吃什么药有效
Mb77af748522,高密度
Ma2f36d1a15d,玫瑰痤疮多久能治好
M7fafb5e3c05,天坛生物
Mc99c9b3840c,不爱上厕所喝点什么效果好
M3acbb527b36,脸部筋膜复位有副作用吗
Mbe70de407cf,打炮针头痛身体发热怎么办
M09a46a84451,塞来昔布胶囊0.2g一次吃几粒
M9f808bfab19,腰间盘突出吃什么药
M21af8215248,六味地黄丸可以随便吃吗
M05043aa0ef0,阿托伐他汀的副作用有哪些
M156f8cb4963,割包皮是不是很疼？
M02e5929ccdf,卵巢囊肿怎么治疗效果最好的药
M642b0ef7c82,颈椎偏左方向有点疼有点硬怎么回事
M7325fae1ecf,水飞蓟宾是保肝还是治肝
Mdc8427768c4,中药材天地网
Meea7f128705,脑梗是什么原因引起的
M32cfa8b0d42,食管癌的扩散和转移方式
M4d831580055,气血亏虚严重的症状有哪些表现
Ma85fd47f64c,中脘的准确位置图片
Mb0df99277d6,高血压有什么症状
M6740d1f2f4e,伊立元取名慎用
Md393cc7d1b2,中医康复技术
Mcdc207601ca,归脾丸成分配方
M58dca6930a8,睫毛炎怎么治疗最快
Mc6091357a7c,昨天没有吃卡络磺钠片，到下午血流量就多，可能是久站了的原因，到下午我吃了卡络磺钠片就血量就不多，明天星期一医生叫我去复检
M093d0e2aef5,人工心脏植入手术费用
M8f0ddf85ee5,百多邦软膏的作用和功效
M91772318308,磁共振多久出结果
Mb0ad3dafe1a,缺铁性贫血的人吃什么补血最快
Mddc4b9344f8,哪种精神疾病最难治疗且最危险
M5dc6858c57a,顺义马坡社区卫生服务中心图片
Ma8161541dfa,助听器价格
Madfaf46756f,是医疗器械吗
M384f3b35bae,头疼
Mfb88e5281a7,尿液发黄是什么原因
Mc50f65fb7cd,羊水怎么补上来的快
M01a90a4b429,三叉神经痛吃什么药效果最好
Mf35886ac0f5,肠道不舒服吃什么消炎药?
Md48158328e1,喝茶能提神多久
M59fdee13a2c,哈药太洛汀注射用胸腺法新的价格是多少
M9cfde824166,肠癌早期症状
Mbae8a167a82,饭后正常血糖是多少
Mfc1c1336cbc,甲硝唑能治感冒吗
M98d4db552aa,脑心通胶囊
Mdecb9994212,髌韧带密度增高
M651e3b14c19,不痛不痒
M6473258bc33,小腿肚子酸胀要警惕四种病
Mf6c80264661,菊花茶的功效与作用
M892f0d386d8,腰椎处的神经有哪些
M6a850f15e7b,皮肤科哪个医院排名第一
M24251ddb781,曷根功效作用
Mc2edbbf2349,扭伤引起的疼痛用布洛芬好还是双氯芬酸钠或者其他药物更好
M7d087382e1a,耻骨是哪个部位
Medda9ffd593,亚太药业
M0115bc56c67,有没有既治湿疹又治癣的药
M9ee38b9fe65,取环一般要休息几天
M481cbd8b502,血糖下午5点以后测准不准
Me80bf77fb59,是不是不能吃太饱？
Mccd8ad550b1,尿酸高不能吃什么
Mf0b6c738cc2,甘油
Mb774511d456,腰肌劳损的主要症状
Mc5a210d5967,恩华药业
M3fe46cbedf4,真武汤的功效与作用
M702305e6847,肝火旺盛有口干口苦口臭怎么调理
M4115fbac06b,吸了两天二手烟怎么办
Mba8257b7e50,视网膜再次脱离能治好吗
M0cbd503088a,补肾
Mce22c7fa47c,月经提前5到6天正常吗
Mb2b8968279c,mds是什么病
M0cfd3763721,天麻功效和作用
Mbfa3d77f3ce,胆囊的功能和作用
M2f77fc0dbb8,王不留行耳贴什么原理
M9c4bfb15c4e,三种人不能吃茯苓
M45337c6c30a,阿尔兹海默症的老年人服用抗焦虑药后认知会逆转吗
Mc903f40b92b,美林
M2f170201777,地塞米松
Mc45e9141b3e,孕酮多少才算怀孕
M98b222cc9f5,肿瘤侵犯无覆膜覆盖的结直场旁组
M681383e0885,野生紫丹参对人体有什么好处
Ma9496b891ca,剖腹产多少天可以做发汗是拿药做还是什么时候做
Mb73d200db9f,他达拉非和西地那非的区别
Mb7410bba422,硝苯地平缓释片
M534004283b5,翰宇药业
M6ffc994d6e3,华海药业
M14a7f46cc48,也是授予教养茶
M7a190921380,千红制药
M7e7d00933db,侧柏叶粉洗头真的白发能变黑吗
M6c93d2f81ab,鼻窦炎的症状
Mfec6d7c5026,孕妇的BB好大
Me1ed0459c98,脑积液穿刺
M468b978f3f8,土豆减肥还是增肥
Mb075a2285ad,维生素d2的功效是
M40a6e9350e4,子宫内膜息肉
Md8ad0e2c508,舌头上有溃疡很疼怎样解决
M473f8fc4c06,胎停了有什么明显症状
Md618757a31d,山东省立医院
M0bb1367ce46,这个处方需要服用多久
M57cfa7e2554,芹菜冰糖水的功效
Me31f38f0144,打了封闭针以后能维持多少时间的不痛
Mf0aef40b5ec,解酒喝什么最好最快方法
M01e03a86e5d,小米含磷量是多少毫克
Mf06a94d7629,玉米胡萝卜蛋炒饭营养吗
M4d1c0c7461a,排卵期出血是怎么回事
Me1166b65cd2,土豆发芽了还能吃吗
Mbca754e6e7c,腰间盘突出最快恢复方法
Mfbdfc595344,手指十个穴
Md6741cd6062,雷贝拉唑肠溶片是饭前吃还是饭后吃
Mfbc7441579b,小宝发热退烧的最佳方法
M555ff371df2,女性全身光溜溜针灸
M567afc77b13,三种人不宜喝黄芪水
M6b96213da55,甲低的人不能吃什么食物
M38524b4e519,利伐沙班
M75a3dc51937,肝胆有毛病需要做CT还是彩超
Mc6af487ceb9,化疗期间吃什么最好增强免疫力
Meb8848a14de,口腔溃疡用什么药好
M5ba59d9ce88,九州药业
M5837aa45f1f,试管和自然怀孕有什么区别
M2b654b12bc2,血常规和尿常规一般多长时间验一次？
M1f0e945f36f,破伤风的潜伏期一般为多少天
M07754a1e46b,盐酸多西环素肠溶胶囊
M5353d6f7644,疝气是什么症状
M4d0c55bca62,上环对身体有哪些影响和危害
M9f8dbe17fc5,深度扶正胶囊功效
M48c1f448eb8,男性胃癌最明显征兆
M088fed5ad4e,痔疮的症状有哪些
M9fe8e137a9b,睑板腺炎一般几天能好
M9bedd401fd3,包皮手术得多长时间痊愈
M2c7594159b5,中暑的症状
Mfd88d41631b,金银花口服液要用温水冲吗
M7e6e4313ab9,碳酸氢钠
Mc99363ad598,合肥市五院妇幼保健院东区电话
M694a7b9af27,量体温一般几分钟
M256b90633f6,维生素C
Mb7e1c6d4d8d,痔疮痒肛门痒是怎么回事
M4ace9360835,小蓝g钙2023ggy钙2023
M185f61f6bdf,小活络丸小写拼音
Mfda575ae286,阳溪穴位的作用
M8e9af4e4065,足底小坑
Mada2e3e14d6,消炎药
Maa5b64e8669,消化不良胃顶的难受怎么办运动
M088954a9030,舌苔厚白是什么原因
Ma45b2e4bf92,李氏祛痛开关调理突发性耳聋耳鸣
M1e5a9fb6d1c,尿酸正常标准是多少
Md426c9bb010,老师，我的头部不疼不痒也不晕，但是就觉得不舒服，这是怎么回事？按摩哪儿能解决这个问题？
M44fd0d9dad1,半月板损伤怎么治疗比较好得快
Mcfc2f5d8748,shenton线
Mbc637221d4b,疾病词条
M5dd3d78f9b8,血脂高有哪些症状出现
M277935c9d10,天津达仁堂堂生产的生金散用什么样的标准生产的
M853e521880e,引起副作用的原因是
Mc1ab66e577b,通化东宝
M9444f3d0ec3,哪些肿瘤适合保守治疗
M32c7072e7d8,舌头上有白点癌前病变图片
M0c54bf59ef4,罗汉果泡水喝功效与主治
Mb78e7ef3fe4,逍遥丸作用和功效
M961d77924b6,博瑞医药
M49df380f523,枕叶受损有什么症状
M44a9c2c9c78,发芽的山药还能吃吗
M49460f9bdef,小孩老是喜欢咳嗽怎么办
Md0d09c18c0c,头孢呋辛酯片
M6b9f28399b8,高纤维食物有哪些
Mc4e5e12feb2,怎么预约
M8d837c05873,吃垃圾是他的严重问题吗
M0007b4ca71c,蜗斯特 15%四聚乙醛颗粒剂 产品全解析
Mfed29f08721,小孩子眼睛眨眼睛频繁怎么回事
M9f07098c516,康复新液饭前吃还是饭后吃
Mdd1caa5f11f,孕妇血糖正常值范围
M00ea54f0a24,晚上做什么动作长高得快
M3f4f9bc7f6d,金沙洲肿瘤收费价目表
M4e13474127d,甲状腺4a到4b需要多长时间
M2ca65c2c8b5,消化不良草药图片
M13cef79d4ce,降尿酸最好的药是什么药
Md8144564659,受伤
M209a60bbe5d,食欲
M6b5bbbc77d8,廊坊城南医院
M6b32215909e,平板支撑的功效和作用
M8bb2a480f12,喉咙感觉一直有异物感是怎么回事
M18ead1635c4,辛伐他汀片的作用与功效
M8dc34ba09f8,冠心病人能吃三七粉吗
